Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Traffic Type,Geo-location Data,Severity Level,Action Taken
215.177.233.202,202.19.22.204,48640,4219,TCP,1229,HTTP,"Saharsa, Bihar",High,Blocked
202.30.71.118,201.42.20.225,61497,8702,ICMP,325,DNS,"Durg, Manipur",Low,Ignored
218.21.217.218,22.52.60.6,13564,18879,ICMP,835,HTTP,"Jammu, Manipur",Low,Logged
54.90.207.156,81.63.102.177,60277,11283,TCP,721,FTP,"Mumbai, Maharashtra",Low,Blocked
35.31.48.144,5.9.252.5,54090,21666,ICMP,1162,FTP,"Allahabad, Chhattisgarh",Low,Logged
122.89.8.55,70.39.7.179,56333,40268,TCP,920,FTP,"Morena, Arunachal Pradesh",High,Blocked
56.209.184.105,3.74.233.60,8385,58638,UDP,635,DNS,"Gopalpur, Nagaland",Low,Logged
92.119.40.202,157.48.240.41,9371,1702,TCP,861,HTTP,"Pudukkottai, Andhra Pradesh",Medium,Ignored
172.46.157.69,163.160.108.182,52748,63070,ICMP,1443,HTTP,"Bidar, Goa",Low,Logged
20.161.101.135,219.115.79.100,48223,35528,UDP,362,DNS,"Guwahati, Kerala",Medium,Logged
108.161.82.102,56.160.97.250,22097,7247,ICMP,680,FTP,"Thanjavur, Chhattisgarh",Low,Ignored
195.99.103.54,48.184.91.183,51126,19648,ICMP,1419,FTP,"Ghaziabad, Haryana",High,Ignored
64.186.113.234,155.246.255.207,64357,51201,ICMP,749,DNS,"Agra, Jharkhand",Low,Blocked
160.113.97.19,65.177.32.52,2534,17726,TCP,1405,FTP,"Jalgaon, Mizoram",Medium,Logged
52.125.182.188,42.242.92.33,19137,6345,ICMP,1225,FTP,"Serampore, Nagaland",High,Logged
184.31.62.32,158.255.232.22,1420,17221,UDP,461,HTTP,"Mehsana, Karnataka",High,Ignored
216.31.29.59,22.252.185.137,13818,50692,UDP,1428,HTTP,"Gwalior, Jharkhand",Medium,Blocked
22.136.1.49,73.143.85.168,52696,18842,TCP,1102,FTP,"Srikakulam, Nagaland",Low,Blocked
28.234.146.83,161.72.251.208,61235,7520,TCP,1409,HTTP,"Mangalore, Karnataka",High,Logged
122.51.101.155,192.226.95.121,64399,12367,ICMP,960,HTTP,"Gangtok, Goa",High,Logged
117.134.5.208,60.136.162.151,38212,64601,ICMP,437,HTTP,"Ranchi, West Bengal",High,Ignored
116.87.171.175,15.251.62.10,56320,10776,UDP,179,FTP,"Shimoga, Nagaland",High,Blocked
141.157.90.82,202.11.141.145,7974,41891,TCP,1418,HTTP,"Malegaon, Kerala",Low,Blocked
39.243.27.161,21.204.80.111,2353,22104,TCP,973,HTTP,"Pondicherry, Andhra Pradesh",Low,Ignored
166.112.83.106,43.123.221.87,23774,55894,TCP,1147,DNS,"Purnia, Madhya Pradesh",High,Ignored
7.52.85.122,73.141.141.16,39635,52323,ICMP,516,DNS,"Ambattur, Manipur",Low,Logged
115.237.124.58,128.60.244.25,40598,57811,TCP,1128,HTTP,"Korba, Chhattisgarh",Low,Blocked
185.161.215.251,43.58.49.240,57164,60884,UDP,635,FTP,"Hospet, Uttar Pradesh",Low,Ignored
168.170.166.0,123.62.63.173,59006,65358,UDP,1009,FTP,"Madurai, Goa",Medium,Ignored
39.43.56.159,85.99.96.153,30804,33752,ICMP,104,HTTP,"Solapur, Nagaland",High,Logged
164.21.30.159,202.94.236.159,17163,49109,TCP,98,DNS,"Allahabad, Odisha",High,Ignored
199.2.90.142,205.29.233.164,2926,32216,ICMP,1352,DNS,"Imphal, Chhattisgarh",High,Blocked
60.20.108.52,146.91.179.41,7889,24799,UDP,163,FTP,"Siwan, Odisha",High,Logged
79.71.69.10,218.35.115.249,58233,22711,ICMP,765,HTTP,"Khammam, Nagaland",High,Ignored
21.98.150.111,107.6.133.45,15008,47008,ICMP,802,FTP,"Ramagundam, Sikkim",High,Ignored
16.179.250.143,152.147.100.97,24754,13087,TCP,1166,DNS,"Katihar, Himachal Pradesh",High,Logged
68.67.210.174,13.187.74.234,8114,36998,ICMP,594,HTTP,"Guwahati, Uttarakhand",High,Ignored
173.157.55.33,102.245.0.156,44284,9549,TCP,1343,DNS,"Thoothukudi, Gujarat",Low,Logged
154.223.61.104,213.121.30.87,20881,10028,ICMP,601,FTP,"Ludhiana, Haryana",Medium,Logged
68.138.157.220,120.103.213.252,59764,51698,UDP,1457,DNS,"Bhatpara, Sikkim",Medium,Ignored
71.145.123.250,51.97.120.22,9595,13454,UDP,886,HTTP,"Serampore, Meghalaya",Medium,Blocked
119.205.113.20,213.44.13.67,60733,41426,TCP,1066,DNS,"Ichalkaranji, Maharashtra",Medium,Blocked
63.137.101.136,82.166.158.78,5831,64345,ICMP,748,DNS,"Nagaon, Uttarakhand",Low,Blocked
1.227.78.78,16.6.157.166,25358,53557,TCP,866,HTTP,"Raichur, Odisha",High,Logged
61.117.133.168,194.149.186.231,55490,38187,UDP,1188,FTP,"Kulti, Chhattisgarh",Medium,Ignored
81.116.169.81,100.246.139.245,51526,5349,UDP,332,DNS,"Bharatpur, Odisha",High,Blocked
32.200.204.179,150.222.191.107,16124,14481,TCP,670,FTP,"Pudukkottai, Sikkim",Low,Ignored
155.130.165.253,200.170.75.164,51666,26034,TCP,952,FTP,"Madanapalle, Odisha",High,Ignored
143.34.5.224,61.70.129.101,36136,33406,UDP,1368,HTTP,"Hosur, Uttar Pradesh",High,Logged
168.123.160.104,103.58.219.191,38108,65463,ICMP,633,FTP,"Udaipur, Jharkhand",Low,Blocked
87.194.220.146,178.242.135.8,49635,23753,ICMP,674,FTP,"Guwahati, Nagaland",Low,Blocked
170.125.93.184,107.143.116.223,10239,55075,ICMP,76,HTTP,"Khammam, Uttarakhand",High,Ignored
190.194.43.175,202.93.1.145,61174,49338,TCP,389,FTP,"Morbi, Jharkhand",Low,Ignored
30.100.17.89,3.104.11.98,26202,31829,ICMP,125,FTP,"Kozhikode, Telangana",Low,Blocked
92.243.253.178,118.92.51.99,7221,13171,UDP,1062,DNS,"Mira-Bhayandar, Goa",High,Blocked
204.247.66.81,196.74.160.27,26397,43727,TCP,1364,FTP,"Mysore, Andhra Pradesh",Medium,Logged
151.177.15.119,25.208.75.98,32905,10091,UDP,777,HTTP,"Bangalore, Arunachal Pradesh",Medium,Logged
115.187.100.129,191.101.91.185,21766,8131,ICMP,1034,DNS,"Mirzapur, Tripura",Low,Ignored
61.38.166.226,54.244.234.75,57392,7988,TCP,461,HTTP,"Tadipatri, Uttar Pradesh",High,Logged
143.43.16.42,10.252.212.222,56421,4827,ICMP,1493,FTP,"Bidar, Goa",High,Ignored
24.22.27.86,214.131.7.25,50339,51724,TCP,1071,FTP,"Muzaffarnagar, Nagaland",Low,Ignored
154.197.158.24,142.113.106.160,4900,57555,TCP,784,DNS,"Jehanabad, Mizoram",Medium,Logged
79.236.107.245,174.255.158.43,34917,52647,TCP,140,HTTP,"Ranchi, Punjab",High,Ignored
68.65.24.201,55.246.233.228,34497,60605,ICMP,406,DNS,"Tumkur, Tamil Nadu",Low,Ignored
202.124.73.113,34.33.69.170,31452,8374,TCP,1428,HTTP,"Haldia, Mizoram",Low,Ignored
200.6.124.125,28.15.143.58,49970,3801,ICMP,678,HTTP,"Buxar, Haryana",Low,Blocked
6.20.28.177,4.182.63.32,61317,12952,ICMP,533,DNS,"Etawah, Meghalaya",High,Blocked
193.11.235.115,46.191.9.64,55989,39707,ICMP,141,DNS,"Kurnool, Meghalaya",Low,Logged
113.68.57.9,166.220.193.102,12660,63702,ICMP,474,DNS,"Silchar, Uttar Pradesh",Medium,Blocked
199.161.90.124,178.53.80.143,43349,64818,ICMP,1400,FTP,"Howrah, Meghalaya",Medium,Blocked
165.175.230.159,217.225.195.141,25677,60837,UDP,306,DNS,"Farrukhabad, Meghalaya",Low,Logged
159.150.207.49,38.151.96.49,17362,45740,TCP,1190,FTP,"Panchkula, Tamil Nadu",High,Logged
40.138.132.48,52.115.255.55,23904,3357,TCP,1278,DNS,"Bulandshahr, Assam",High,Ignored
61.151.175.178,215.33.182.162,23002,58847,ICMP,1136,HTTP,"Kolkata, Tamil Nadu",High,Blocked
179.98.199.124,168.204.43.159,31007,11764,TCP,643,HTTP,"Gangtok, Manipur",Low,Blocked
179.4.92.226,131.205.96.170,11437,3931,UDP,986,FTP,"Silchar, West Bengal",Medium,Blocked
55.161.3.88,79.69.43.134,22874,59026,UDP,869,FTP,"Dehradun, Mizoram",High,Logged
216.121.38.146,220.183.92.10,28393,10011,UDP,635,DNS,"Bally, Telangana",High,Ignored
145.109.63.170,70.139.37.132,41300,54325,TCP,1266,HTTP,"Alwar, Jharkhand",Low,Ignored
204.52.30.235,213.200.142.86,62370,40226,TCP,1413,FTP,"Patna, Maharashtra",High,Blocked
117.204.180.183,47.173.124.199,14594,3829,UDP,769,FTP,"Siliguri, Mizoram",High,Ignored
44.251.112.237,161.209.89.172,61873,52955,UDP,815,DNS,"Dehradun, Punjab",High,Ignored
184.72.17.68,121.90.199.92,59930,11829,TCP,926,FTP,"Guntakal, Uttarakhand",Low,Blocked
37.76.134.174,138.175.70.11,8950,56223,UDP,864,HTTP,"Baranagar, Haryana",High,Blocked
172.8.11.197,125.36.66.122,4968,12971,UDP,1233,FTP,"Dindigul, Kerala",Medium,Logged
119.182.73.219,18.174.87.88,38558,27441,UDP,785,HTTP,"Tezpur, Punjab",Medium,Ignored
64.242.202.192,125.226.74.29,6053,40871,UDP,579,FTP,"Tadepalligudem, Telangana",Medium,Ignored
70.32.78.247,204.146.61.21,17430,19421,TCP,1070,HTTP,"Malda, Himachal Pradesh",Medium,Logged
96.225.86.130,60.253.112.223,12634,28786,ICMP,960,DNS,"Panipat, Manipur",High,Blocked
126.183.193.152,39.48.47.26,40715,41066,ICMP,164,DNS,"Jamalpur, Odisha",High,Logged
53.244.27.213,146.100.125.110,11435,1371,UDP,575,DNS,"Alappuzha, Telangana",Medium,Logged
61.68.43.0,47.153.59.18,45586,38892,UDP,989,DNS,"Nellore, Kerala",Low,Blocked
93.184.20.186,25.134.146.165,27876,42176,TCP,1095,DNS,"Mysore, Odisha",Medium,Ignored
94.224.180.137,18.55.247.79,43178,19697,ICMP,1211,DNS,"Muzaffarnagar, Tamil Nadu",Medium,Blocked
9.222.25.216,158.111.59.10,11223,48571,UDP,1053,HTTP,"Jalgaon, Haryana",High,Ignored
1.92.35.43,136.52.212.10,50299,3020,UDP,1429,FTP,"Amravati, Telangana",Low,Ignored
177.96.94.83,110.83.126.166,46984,24526,UDP,1388,HTTP,"Nellore, Rajasthan",Low,Ignored
68.87.231.142,61.25.139.18,52565,60715,TCP,263,HTTP,"Adoni, Assam",High,Ignored
107.251.154.143,79.255.150.247,57494,40155,ICMP,933,HTTP,"Nizamabad, Telangana",Medium,Blocked
174.220.187.211,55.42.16.252,17261,58065,TCP,1036,DNS,"New Delhi, Tripura",Medium,Blocked
25.159.251.101,188.205.2.89,17737,22881,UDP,336,DNS,"Jorhat, Karnataka",Low,Blocked
22.124.100.8,164.26.236.156,62656,39057,ICMP,1379,HTTP,"Sagar, Bihar",High,Logged
195.43.214.110,63.177.142.111,43174,64151,TCP,286,HTTP,"Deoghar, Manipur",Medium,Ignored
124.56.231.173,92.214.189.143,59404,46881,TCP,843,HTTP,"Fatehpur, Haryana",High,Blocked
204.124.32.92,92.201.75.101,28038,58907,ICMP,587,DNS,"Vadodara, Haryana",Low,Blocked
70.251.224.144,177.35.208.178,20303,51565,ICMP,369,FTP,"Deoghar, Arunachal Pradesh",High,Ignored
74.190.186.165,123.171.174.30,43532,18608,TCP,395,HTTP,"Ballia, Assam",Low,Logged
213.192.115.123,47.229.98.197,19690,50657,UDP,116,DNS,"Tinsukia, Madhya Pradesh",High,Blocked
83.197.40.242,5.89.193.16,26115,8097,UDP,1085,HTTP,"Berhampur, Manipur",Medium,Blocked
43.38.209.207,75.116.44.200,42415,62610,TCP,1373,HTTP,"Allahabad, Meghalaya",Low,Ignored
53.77.206.116,198.125.70.30,10709,34008,TCP,1357,HTTP,"Bongaigaon, Karnataka",High,Logged
90.83.38.40,27.138.154.147,3486,6440,TCP,498,DNS,"Deoghar, Goa",Low,Logged
138.245.1.126,123.23.102.226,52039,29948,ICMP,660,HTTP,"Hajipur, Madhya Pradesh",Medium,Logged
112.50.209.131,99.93.133.112,7011,52447,ICMP,1078,DNS,"Firozabad, Goa",Low,Blocked
137.10.70.27,138.203.223.177,46924,27555,ICMP,83,FTP,"Panchkula, Rajasthan",Medium,Ignored
86.9.152.151,125.0.16.67,56442,28047,TCP,448,HTTP,"Tadipatri, Arunachal Pradesh",Medium,Ignored
73.233.145.125,69.239.237.186,37416,24621,TCP,412,DNS,"Lucknow, Telangana",Low,Blocked
207.225.236.182,77.148.20.237,59232,16159,TCP,1464,DNS,"Ghaziabad, Kerala",Medium,Ignored
150.237.223.140,195.137.227.149,19241,50829,TCP,869,HTTP,"Navi Mumbai, Manipur",Medium,Blocked
193.214.19.216,209.220.40.53,8128,65305,UDP,1276,DNS,"Rampur, Himachal Pradesh",Low,Logged
215.197.48.15,14.53.7.132,41614,24260,UDP,882,DNS,"Noida, Bihar",High,Blocked
213.23.145.8,44.145.26.103,2664,3435,ICMP,1372,FTP,"Gandhinagar, Chhattisgarh",Low,Blocked
111.40.37.165,167.219.53.54,17790,10758,ICMP,998,DNS,"Srikakulam, Uttarakhand",High,Blocked
193.77.35.11,100.168.158.174,52810,59551,TCP,238,FTP,"Siliguri, Chhattisgarh",High,Ignored
63.79.253.143,214.206.111.58,43284,29660,UDP,480,DNS,"Jamnagar, Andhra Pradesh",Low,Logged
74.167.77.78,74.183.158.61,54401,43433,TCP,1048,HTTP,"Danapur, Himachal Pradesh",High,Blocked
79.107.8.26,99.146.74.139,48372,12554,ICMP,1278,FTP,"Adoni, Uttar Pradesh",Low,Logged
196.122.96.136,19.189.239.35,38459,25529,TCP,1329,DNS,"Kirari Suleman Nagar, Maharashtra",Medium,Logged
117.110.231.44,90.8.146.81,1705,59230,UDP,248,FTP,"Berhampur, Maharashtra",Low,Ignored
206.221.72.98,94.30.10.6,40020,21433,UDP,798,HTTP,"Thrissur, Tripura",Medium,Ignored
48.98.150.220,76.255.132.231,57210,38067,UDP,784,FTP,"Kochi, Tripura",Medium,Blocked
192.65.50.115,55.189.227.250,57815,36363,ICMP,1443,FTP,"Visakhapatnam, Mizoram",Low,Blocked
128.230.247.236,109.4.114.194,10067,13858,TCP,1124,DNS,"Ambala, Mizoram",Medium,Blocked
12.114.2.105,217.89.20.167,17083,62909,ICMP,1111,DNS,"Meerut, Uttar Pradesh",Low,Blocked
160.71.250.172,115.25.11.164,8085,2484,ICMP,651,FTP,"Kakinada, Meghalaya",High,Blocked
176.125.59.234,91.137.19.161,20656,29442,UDP,369,DNS,"Indore, Goa",Low,Logged
195.183.135.228,93.30.172.16,33551,5760,ICMP,1479,FTP,"Raichur, Rajasthan",High,Blocked
181.129.77.232,157.76.49.37,20583,28109,TCP,268,DNS,"Malegaon, Tamil Nadu",Medium,Ignored
216.199.186.52,81.39.87.144,4107,16985,UDP,1169,HTTP,"Tiruchirappalli, Jharkhand",Low,Blocked
10.243.172.33,60.188.62.213,10670,21065,UDP,771,DNS,"Erode, Telangana",Medium,Ignored
104.80.69.254,194.121.196.99,51424,10126,UDP,150,FTP,"Belgaum, Tripura",Medium,Blocked
29.116.213.136,117.44.71.138,4128,8531,TCP,1031,FTP,"Gandhidham, Manipur",High,Ignored
177.136.105.210,113.23.200.213,42706,36414,TCP,1250,DNS,"Gandhinagar, Mizoram",High,Logged
144.34.189.244,186.194.39.144,22729,8144,TCP,1089,DNS,"Ujjain, Himachal Pradesh",High,Blocked
220.233.173.196,28.41.109.34,24197,41365,UDP,1278,HTTP,"Jodhpur, Assam",Low,Ignored
87.3.74.43,162.90.167.153,25151,24957,ICMP,712,DNS,"Proddatur, West Bengal",Medium,Blocked
50.41.9.154,81.119.235.163,40289,46599,TCP,1019,HTTP,"Surat, Mizoram",Low,Logged
217.13.179.70,60.16.220.128,11340,53586,UDP,1284,DNS,"Bhimavaram, Odisha",High,Logged
186.39.91.106,183.117.225.138,13434,40724,ICMP,904,FTP,"Ludhiana, Kerala",Medium,Ignored
87.198.138.153,78.209.4.102,27368,31156,ICMP,1261,FTP,"Bhilai, West Bengal",High,Ignored
11.72.38.237,88.74.9.103,23057,45017,ICMP,1385,DNS,"Vadodara, Nagaland",Low,Blocked
107.64.69.113,16.170.47.38,57018,29464,TCP,658,HTTP,"Kanpur, Goa",Low,Blocked
186.230.166.74,56.120.110.123,54122,57041,UDP,1022,DNS,"Amaravati, Tamil Nadu",Low,Blocked
72.11.149.251,47.223.86.248,53385,2812,UDP,366,DNS,"Warangal, Assam",Medium,Logged
133.51.19.110,184.160.242.224,10421,4661,UDP,1274,DNS,"Mira-Bhayandar, Rajasthan",Medium,Ignored
87.96.0.51,57.85.9.81,36969,7475,ICMP,1362,FTP,"Ozhukarai, Punjab",Low,Logged
133.180.94.49,27.177.143.204,5507,6852,TCP,399,HTTP,"Nadiad, Maharashtra",High,Blocked
67.230.6.222,35.221.94.68,44114,18058,TCP,382,HTTP,"Mehsana, Himachal Pradesh",High,Logged
172.245.162.47,100.183.85.185,33272,57030,UDP,896,DNS,"Sasaram, Maharashtra",Medium,Logged
154.110.114.50,53.68.238.80,53209,41302,ICMP,1333,HTTP,"Avadi, Nagaland",Low,Logged
188.206.7.200,214.159.127.39,45204,64550,TCP,1068,DNS,"Coimbatore, Telangana",High,Ignored
212.133.253.142,205.222.219.149,20718,59587,TCP,1433,FTP,"Tezpur, Tripura",Medium,Ignored
178.192.70.125,174.105.38.108,58236,42786,TCP,1497,FTP,"Anantapur, Maharashtra",Medium,Ignored
146.97.145.186,211.231.234.110,8091,1592,UDP,169,DNS,"Ramagundam, Nagaland",Medium,Logged
195.54.133.146,150.210.136.213,56383,13028,UDP,1354,HTTP,"Bidar, Assam",High,Logged
154.48.144.70,163.117.134.161,56398,6730,UDP,1417,HTTP,"Karnal, Uttarakhand",Medium,Logged
45.55.238.33,65.15.30.117,14804,17568,ICMP,1054,DNS,"Danapur, Uttarakhand",High,Logged
209.125.229.14,201.163.242.229,10182,52394,UDP,560,DNS,"Gurgaon, Kerala",Low,Logged
76.144.73.122,167.184.76.227,17748,1030,UDP,1286,DNS,"Bangalore, Chhattisgarh",Low,Ignored
21.43.23.1,35.21.170.149,30743,10358,UDP,506,FTP,"Karawal Nagar, Telangana",Medium,Ignored
195.150.165.7,146.170.108.246,13097,52183,UDP,467,FTP,"Thrissur, Nagaland",Medium,Blocked
13.223.196.90,93.57.240.43,5319,24397,TCP,915,HTTP,"Howrah, Nagaland",Low,Blocked
18.29.92.139,136.2.219.196,22181,2983,TCP,409,FTP,"Nizamabad, Nagaland",Low,Logged
115.40.48.16,46.233.7.44,54740,64496,UDP,816,HTTP,"Guntur, Meghalaya",Medium,Blocked
128.22.210.142,203.75.194.92,30772,44785,TCP,650,HTTP,"Jehanabad, Manipur",Medium,Ignored
90.6.253.145,146.185.6.7,59773,5869,ICMP,550,FTP,"Gandhinagar, Rajasthan",Medium,Logged
185.43.184.220,31.35.147.167,10972,59127,TCP,435,HTTP,"Tumkur, Goa",High,Blocked
146.182.133.157,9.23.109.83,31180,51264,ICMP,542,DNS,"Amravati, Chhattisgarh",Low,Logged
36.176.99.99,41.43.4.127,26953,39579,TCP,612,HTTP,"Thiruvananthapuram, Uttar Pradesh",High,Blocked
222.235.220.212,212.29.162.153,42443,29431,TCP,1105,HTTP,"Kota, Nagaland",Medium,Ignored
2.10.182.61,133.255.144.71,43064,26431,ICMP,1174,FTP,"Kozhikode, Tamil Nadu",Low,Blocked
167.137.111.38,59.80.73.175,17406,50898,ICMP,199,DNS,"Erode, Odisha",Low,Blocked
50.50.112.75,159.182.103.206,26876,42801,UDP,822,HTTP,"Tumkur, Arunachal Pradesh",High,Ignored
64.169.131.193,88.107.136.119,44134,16142,TCP,196,HTTP,"Bhopal, Tripura",Medium,Blocked
81.98.73.105,113.37.217.74,23348,38925,UDP,1259,DNS,"Lucknow, Himachal Pradesh",Medium,Blocked
137.40.200.115,74.203.250.34,2930,46822,TCP,757,FTP,"Kishanganj, Himachal Pradesh",Medium,Logged
178.211.185.229,96.12.194.206,65221,65218,UDP,454,FTP,"Sikar, Tamil Nadu",Low,Logged
174.94.18.153,207.113.231.5,35424,17057,TCP,849,HTTP,"Saharsa, Haryana",High,Ignored
185.186.180.227,137.1.67.197,58447,13655,TCP,1474,HTTP,"Mathura, Gujarat",High,Logged
126.69.68.226,217.235.63.217,23583,59681,ICMP,124,DNS,"Moradabad, Sikkim",High,Logged
187.207.34.204,61.202.166.76,53526,41201,TCP,1180,DNS,"Navi Mumbai, Kerala",Low,Logged
143.191.217.84,35.103.123.244,63897,35707,TCP,1093,HTTP,"Varanasi, Tripura",Low,Blocked
156.248.221.131,97.168.79.155,18325,32602,TCP,1071,DNS,"Thoothukudi, Madhya Pradesh",High,Ignored
223.200.218.182,143.195.19.144,1757,10495,TCP,605,HTTP,"Ambarnath, Telangana",Low,Logged
70.36.70.238,198.67.3.165,23846,1568,ICMP,792,HTTP,"Ballia, Assam",High,Logged
81.171.47.190,187.19.150.204,51576,18024,ICMP,329,HTTP,"Panvel, Jharkhand",Medium,Logged
112.16.135.8,159.113.35.94,35630,3258,TCP,244,DNS,"Mysore, Sikkim",Medium,Ignored
192.239.152.192,53.60.162.109,19943,53549,ICMP,1284,DNS,"Phagwara, Arunachal Pradesh",High,Ignored
79.206.139.5,138.19.28.45,9792,46114,ICMP,1254,HTTP,"Miryalaguda, Odisha",Medium,Ignored
152.128.149.159,18.1.201.10,4970,62601,ICMP,612,HTTP,"Ghaziabad, Haryana",High,Logged
134.239.56.254,209.77.126.251,28747,43057,TCP,256,FTP,"Haldia, Tamil Nadu",Low,Ignored
144.74.237.88,103.86.221.30,30074,46058,ICMP,874,FTP,"Dharmavaram, Bihar",Medium,Ignored
86.171.143.187,76.128.41.115,39836,49635,ICMP,416,HTTP,"Ujjain, Madhya Pradesh",High,Logged
120.19.229.252,69.84.152.177,39889,54737,UDP,209,DNS,"Jaunpur, Jharkhand",Low,Logged
75.45.7.57,184.32.115.234,46304,64444,UDP,766,HTTP,"Bellary, Uttar Pradesh",High,Logged
194.1.59.92,86.193.223.236,55682,28629,UDP,729,DNS,"Chennai, Gujarat",Medium,Logged
185.196.218.249,180.170.234.158,36011,64929,ICMP,866,HTTP,"Parbhani, Assam",Medium,Logged
160.99.5.70,83.84.177.211,16816,58574,UDP,1419,DNS,"Bhilai, West Bengal",High,Blocked
166.155.67.202,150.201.141.114,2126,4553,ICMP,1114,DNS,"Mehsana, Bihar",High,Logged
39.100.196.153,184.138.126.188,23955,25765,TCP,129,HTTP,"Ghaziabad, Karnataka",Medium,Logged
78.55.223.136,62.16.200.18,3101,59623,ICMP,254,DNS,"Bareilly, Tripura",Medium,Ignored
41.237.237.175,60.110.99.229,15376,27885,TCP,346,HTTP,"Jorhat, Bihar",Medium,Ignored
96.196.44.175,176.80.253.124,35923,40031,TCP,690,DNS,"Sikar, Bihar",Medium,Blocked
160.150.200.84,43.9.76.197,15019,7092,ICMP,1080,DNS,"Miryalaguda, Karnataka",High,Blocked
212.209.195.110,50.82.155.21,29602,45477,UDP,450,DNS,"Jhansi, Arunachal Pradesh",Medium,Blocked
165.180.137.50,161.89.163.202,44257,48909,ICMP,478,DNS,"Alwar, Meghalaya",High,Logged
5.67.8.121,133.111.25.176,3190,14087,TCP,755,DNS,"Mango, Arunachal Pradesh",High,Ignored
31.22.104.115,187.13.79.72,31091,46455,UDP,786,DNS,"Berhampur, Odisha",Medium,Blocked
138.81.53.184,192.117.115.162,5465,49654,UDP,1234,DNS,"Rampur, Maharashtra",Low,Logged
175.136.196.128,134.183.88.72,46787,51603,ICMP,919,DNS,"Aurangabad, Meghalaya",High,Logged
78.100.164.28,61.168.78.100,23807,30467,ICMP,1414,FTP,"Shimoga, Mizoram",Low,Ignored
81.200.217.30,66.76.12.4,61322,24378,TCP,1331,DNS,"Davanagere, Tamil Nadu",Medium,Logged
122.190.180.89,139.208.63.92,59392,21068,ICMP,227,FTP,"Mangalore, Maharashtra",Low,Ignored
143.25.115.93,122.252.160.100,55091,23422,ICMP,465,DNS,"Singrauli, West Bengal",High,Ignored
209.22.108.106,42.4.79.114,9910,7200,ICMP,1364,FTP,"Sri Ganganagar, Kerala",Medium,Ignored
146.251.167.172,96.64.169.221,43434,4119,UDP,1345,HTTP,"Narasaraopet, Manipur",Low,Blocked
68.78.235.54,221.105.110.182,49879,44765,UDP,409,DNS,"Uluberia, Assam",High,Ignored
9.69.228.159,141.144.174.13,54163,43692,ICMP,476,FTP,"Aizawl, Punjab",High,Ignored
146.70.222.46,42.162.20.31,61706,60171,ICMP,156,DNS,"Pallavaram, Madhya Pradesh",Medium,Ignored
207.142.158.155,161.37.255.221,52030,47088,TCP,1069,HTTP,"Hubli–Dharwad, Mizoram",Low,Ignored
89.119.250.129,173.45.127.173,46382,42973,TCP,1116,FTP,"Rampur, Telangana",High,Logged
1.118.185.188,87.141.60.238,40277,62946,ICMP,1479,HTTP,"Rajahmundry, Punjab",Medium,Blocked
140.37.245.109,78.192.187.42,37839,24528,UDP,142,HTTP,"Mirzapur, Tamil Nadu",Low,Ignored
94.97.0.73,220.207.161.140,12031,24972,ICMP,829,FTP,"New Delhi, Meghalaya",Low,Logged
209.88.250.142,17.216.124.30,25336,3722,TCP,350,FTP,"Kozhikode, Haryana",High,Logged
123.70.1.31,70.122.30.214,39898,32964,TCP,715,FTP,"Junagadh, Mizoram",Low,Logged
156.226.13.214,55.141.196.41,11909,45210,TCP,155,HTTP,"Nellore, Haryana",Medium,Logged
70.247.214.218,122.33.158.214,28944,13733,TCP,648,HTTP,"Dharmavaram, Kerala",High,Logged
35.171.52.101,19.130.7.14,34707,29313,TCP,1338,HTTP,"Bally, Telangana",High,Blocked
89.233.139.186,158.110.216.173,38962,50854,ICMP,995,DNS,"Sultan Pur Majra, Tripura",High,Ignored
54.240.8.181,187.168.58.103,37523,35324,TCP,855,DNS,"Sagar, Tamil Nadu",High,Blocked
145.85.221.66,78.171.136.228,59459,3295,TCP,84,HTTP,"Vijayawada, Manipur",Low,Ignored
62.8.27.225,59.65.94.154,41523,55032,TCP,275,HTTP,"Nangloi Jat, Assam",Medium,Logged
150.152.147.26,202.22.85.152,60609,39417,UDP,170,FTP,"Mysore, Rajasthan",Medium,Logged
21.144.136.80,16.170.155.146,54175,5549,TCP,197,HTTP,"South Dumdum, Assam",High,Blocked
45.146.231.17,12.25.45.6,27524,52973,UDP,1271,FTP,"Madanapalle, Haryana",High,Ignored
51.129.108.114,59.2.153.134,47132,51298,TCP,1388,DNS,"Gangtok, Assam",High,Ignored
92.228.98.209,56.112.42.215,5197,58713,TCP,175,HTTP,"Mathura, Sikkim",Low,Blocked
80.143.235.47,217.35.244.215,44262,38034,UDP,1449,DNS,"Pondicherry, Kerala",Medium,Ignored
135.123.0.18,114.79.16.207,61614,29317,UDP,87,FTP,"Shahjahanpur, Maharashtra",High,Logged
78.186.116.10,23.88.200.137,6663,48618,TCP,675,HTTP,"Ranchi, Manipur",Medium,Ignored
